735,0
736,1
737,0
738,1
739,1
740,1
741,1
742,0
743,0
744,1
745,1
746,1
747,1
748,1
749,0
750,1
751,1
752,1
753,0
754,1
755,1
756,0
757,1
758,0
759,1
760,1
761,0
762,1
763,0
764,0
765,0
766,0
767,1
768,1
769,0
770,0
771,0
772,1
773,0
774,0
775,1
776,1
777,1
778,0
779,0
780,0
781,1
782,0
783,0
784,0
785,0
786,0
787,1
788,0
789,1
790,0
791,1
792,1
793,1
794,1
795,1
796,1
797,0
798,1
799,0
800,0
801,0
802,1
803,1
804,1
805,1
806,0
807,1
808,1
809,1
810,1
811,1
812,0
813,1
814,1
815,1
816,0
817,1
818,1
819,1
820,1
821,0
822,1
823,1
824,1
825,0
826,0
827,0
828,0
829,0
830,0
831,1
832,1
833,1
834,0
835,1
836,0
837,1
838,1
839,1
840,1
841,0
842,1
843,0
844,0
845,0
846,1
847,1
848,0
849,1
850,0
851,1
852,1
853,0
854,1
855,0
856,0
857,0
858,0
859,1
860,1
861,1
862,1
863,0
864,1
865,0
866,0
867,0
868,1
869,1
870,0
871,1
872,0
873,1
874,1
875,1
876,0
877,1
878,0
879,1
880,1
881,1
882,0
883,1
884,1
885,1
886,0
887,0
888,0
889,1
890,1
891,0
892,1
893,1
894,1
895,0
896,1
897,0
898,1
899,1
900,1
901,1
902,0
903,0
904,1
905,1
906,0
907,1
908,1
909,1
910,0
911,1
912,1
913,0
914,1
915,1
916,1
917,0
918,1
919,1
920,1
921,0
922,1
923,0
924,1
925,0
926,0
927,1
928,1
929,1
930,0
931,0
932,1
933,0
934,0
935,1
936,0
937,1
938,1
939,1
940,1
941,1
942,1
943,0
944,0
945,1
946,1
947,1
948,1
949,1
950,1
951,1
952,1
953,0
954,0
955,1
956,1
957,1
958,1
959,0
960,0
961,1
962,0
963,1
964,1
965,1
966,1
967,1
968,0
969,0
970,0
971,0
972,0
973,0
974,1
975,0
976,0
977,0
978,0
979,1
980,0
981,1
982,1
983,1
984,0
985,0
986,1
987,1
988,0
989,0
990,0
991,0
992,0
993,0
994,1
995,0
996,0
997,0
998,0
999,0
1000,1
1001,1
1002,0
1003,1
1004,0
1005,0
1006,0
1007,0
1008,0
1009,1
1010,1
1011,0
1012,1
1013,0
1014,0
1015,1
1016,0
1017,0
1018,0
1019,1
1020,1
1021,1
1022,1
1023,1
1024,1
1025,1
1026,1
1027,0
1028,0
1029,1
1030,1
1031,0
1032,0
1033,0
1034,1
1035,1
1036,1
1037,1
1038,0
1039,1
1040,1
1041,1
1042,0
1043,1
1044,1
1045,1
1046,1
1047,0
1048,0
1049,0
1050,1
1051,1
1052,0
1053,1
1054,1
1055,0
1056,0
1057,1
1058,0
1059,0
1060,1
1061,1
1062,1
1063,1
1064,1
1065,1
1066,1
1067,1
1068,1
1069,0
1070,0
1071,1
1072,1
1073,0
1074,0
1075,0
1076,1
1077,1
1078,0
1079,0
1080,0
1081,1
1082,0
1083,0
1084,0
1085,0
1086,0
1087,0
1088,0
1089,0
1090,0
1091,1
1092,0
1093,0
1094,0
1095,0
1096,1
1097,1
1098,0
1099,0
1100,1
1101,0
