735,1
736,1
737,0
738,1
739,1
740,1
741,1
742,1
743,0
744,0
745,1
746,1
747,0
748,1
749,1
750,0
751,0
752,1
753,1
754,1
755,0
756,1
757,1
758,0
759,1
760,1
761,1
762,1
763,1
764,1
765,0
766,0
767,1
768,1
769,1
770,0
771,0
772,1
773,0
774,0
775,0
776,0
777,1
778,0
779,0
780,1
781,1
782,0
783,1
784,1
785,0
786,0
787,1
788,1
789,1
790,1
791,1
792,1
793,1
794,1
795,1
796,0
797,1
798,1
799,1
800,0
801,1
802,1
803,1
804,0
805,1
806,1
807,1
808,1
809,1
810,1
811,1
812,1
813,1
814,1
815,1
816,0
817,1
818,1
819,1
820,1
821,1
822,1
823,1
824,1
825,1
826,0
827,0
828,1
829,0
830,1
831,1
832,1
833,1
834,1
835,1
836,1
837,1
838,0
839,0
840,1
841,1
842,1
843,1
844,0
845,1
846,1
847,1
848,1
849,1
850,1
851,1
852,1
853,0
854,1
855,0
856,0
857,0
858,0
859,1
860,1
861,1
862,0
863,1
864,0
865,1
866,1
867,1
868,1
869,1
870,1
871,1
872,1
873,0
874,1
875,0
876,1
877,1
878,1
879,1
880,0
881,0
882,0
883,1
884,1
885,1
886,0
887,0
888,0
889,1
890,0
891,0
892,0
893,1
894,1
895,1
896,1
897,0
898,1
899,1
900,1
901,1
902,1
903,1
904,0
905,1
906,1
907,1
908,1
909,1
910,1
911,0
912,0
913,0
914,1
915,0
916,1
917,0
918,0
919,0
920,1
921,1
922,0
923,1
924,1
925,1
926,0
927,1
928,1
929,1
930,0
931,0
932,1
933,0
934,1
935,0
936,1
937,0
938,1
939,0
940,1
941,1
942,1
943,0
944,1
945,1
946,1
947,1
948,1
949,1
950,1
951,1
952,1
953,0
954,0
955,1
956,1
957,1
958,1
959,0
960,0
961,1
962,1
963,1
964,1
965,1
966,1
967,1
968,0
969,1
970,0
971,1
972,1
973,1
974,0
975,0
976,1
977,0
978,0
979,1
980,1
981,1
982,1
983,1
984,1
985,1
986,1
987,1
988,0
989,1
990,1
991,1
992,1
993,0
994,1
995,1
996,0
997,0
998,0
999,0
1000,1
1001,1
1002,1
1003,0
1004,1
1005,1
1006,0
1007,0
1008,1
1009,1
1010,1
1011,0
1012,0
1013,1
1014,1
1015,0
1016,0
1017,0
1018,0
1019,1
1020,1
1021,1
1022,1
1023,1
1024,0
1025,1
1026,1
1027,1
1028,1
1029,1
1030,1
1031,1
1032,1
1033,1
1034,1
1035,1
1036,1
1037,1
1038,1
1039,1
1040,1
1041,1
1042,0
1043,1
1044,1
1045,1
1046,1
1047,0
1048,0
1049,0
1050,1
1051,1
1052,0
1053,1
1054,1
1055,1
1056,0
1057,1
1058,0
1059,1
1060,1
1061,0
1062,1
1063,1
1064,1
1065,1
1066,1
1067,1
1068,1
1069,0
1070,1
1071,1
1072,1
1073,1
1074,0
1075,0
1076,0
1077,1
1078,1
1079,0
1080,1
1081,0
1082,1
1083,1
1084,0
1085,0
1086,1
1087,1
1088,0
1089,1
1090,0
1091,1
1092,1
1093,1
1094,0
1095,1
1096,0
1097,0
1098,1
1099,0
1100,1
1101,0
